DepMap_ID,cell_line_name,stripped_cell_line_name,CCLE_Name,alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,WTSI_Master_Cell_ID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype
ACH-000091,OV56,OV56,OV56_OVARY,,1480362.0,Female,ECACC,,,,,,CVCL_2673,686.0,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, serous",46,SIDM00475,,ovary,ovary_adenocarcinoma,serous,
ACH-000092,NCI-H2452,NCIH2452,NCIH2452_PLEURA,,908462.0,Male,ATCC,2.0,-4.021094543999999,Adherent,RPMI + 10% FBS,85.7,CVCL_1553,624.0,pleura,Metastasis,Lung Cancer,Mesothelioma,,SIDM00722,,lung,mesothelioma,,
ACH-000093,Panc 05.04,PANC0504,PANC0504_PANCREAS,,,Female,ATCC,2.0,-1.568147077,Adherent,"RPMI-1640; 15% FBS; 10 mM HEPES, 1 mM sodium pyruvate, 4.5 g/L glucose, 1.5 g/L sodium bicarbonate, 20 Units/ml recombinanat insulin,",77.6,CVCL_1637,,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",77,,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-000094,HPAF-II,HPAFII,HPAFII_PANCREAS,,724869.0,Male,ATCC,,,,,,CVCL_0313,889.0,ascites,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",44,SIDM00669,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-000095,D341,D341,D341MED_CENTRAL_NERVOUS_SYSTEM,D341MED,,Male,ATCC,3.0,-2.739830035,,DMEM:F12 (1:1) + 15% FBS,95.6,CVCL_0018,,central_nervous_system,,Brain Cancer,Medulloblastoma,3.5,,,central_nervous_system,medulloblastoma,med_group_3,MYC_amp
ACH-000096,G-401,G401,G401_SOFT_TISSUE,,907299.0,Male,ATCC,2.0,-2.4053085469999997,Adherent,McCoy's 5A + 10% FBS,38.0,CVCL_0270,962.0,kidney,Primary,Rhabdoid,Malignant Rhabdoid Tumor,0.25,SIDM00856,,kidney,malignant_rhabdoid_tumor,,
ACH-000097,ZR-75-1,ZR751,ZR751_BREAST,,,Female,ATCC,2.0,-4.2902295939999995,Adherent,RPMI + 10% FBS,79.1,CVCL_0588,,ascites,Metastasis,Breast Cancer,Breast Ductal Carcinoma,63,SIDM00314,,breast,breast_ductal_carcinoma,ERpos_HER2neg,luminal
ACH-000098,GAMG,GAMG,GAMG_CENTRAL_NERVOUS_SYSTEM,,906868.0,Female,DSMZ,2.0,-5.026314848999999,Adherent,DMEM + 10% FBS + 2mM Glutamax,91.1,CVCL_1226,1174.0,central_nervous_system,Primary,Brain Cancer,Glioblastoma,42,SIDM01055,,central_nervous_system,glioma,glioblastoma,
ACH-000099,SIMA,SIMA,SIMA_AUTONOMIC_GANGLIA,,753620.0,Male,DSMZ,3.0,-3.243213121,,RPMI + 10% FBS,59.0,CVCL_1695,2076.0,autonomic_ganglia,,Neuroblastoma,,1.67,SIDM00395,,peripheral_nervous_system,neuroblastoma,,
ACH-000100,RH-41,RH41,RH41_SOFT_TISSUE,,1240210.0,Female,DSMZ,0.0,-2.891009272,Adherent,RPMI + 10% FBS,75.2,CVCL_2176,2052.0,liver,Metastasis,Sarcoma,"Rhabdomyosarcoma, alveolar",,SIDM00426,,soft_tissue,rhabdomyosarcoma,alveolar,
ACH-000101,KE-37,KE37,KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907277.0,Male,DSMZ,,,,,,CVCL_1327,1012.0,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",27,SIDM01003,,blood,ALL,t_cell,
ACH-000102,GMS-10,GMS10,GMS10_CENTRAL_NERVOUS_SYSTEM,,906873.0,Male,DSMZ,,,,,,CVCL_1233,294.0,central_nervous_system,Primary,Brain Cancer,Glioblastoma,49,SIDM01074,,central_nervous_system,glioma,glioblastoma,
ACH-000103,Caov-4,CAOV4,CAOV4_OVARY,,949090.0,Female,ATCC,,,,,,CVCL_0202,1524.0,ovary,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",45,SIDM00918,,ovary,ovary_adenocarcinoma,high_grade_serous,
ACH-000104,Loucy,LOUCY,LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907789.0,Female,ATCC,,,,,,CVCL_1380,1645.0,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",38,SIDM00342,,blood,ALL,t_cell,
ACH-000105,ALL-SIL,ALLSIL,ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1295740.0,Male,DSMZ,,,,,,CVCL_1805,2263.0,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",17,SIDM00994,,blood,ALL,t_cell,
ACH-000106,JVM-2,JVM2,JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907269.0,Female,DSMZ,0.0,-1.8277458869999998,,RPMI + 10% FBS,67.4,CVCL_1319,764.0,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins, Mantle Cell",63,SIDM01013,,lymphocyte,non_hodgkin_lymphoma,b_cell_mantle_cell,
ACH-000107,Capan-2,CAPAN2,CAPAN2_PANCREAS,,910915.0,Male,ATCC,,,,,,CVCL_0026,703.0,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",56,SIDM00943,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-000108,KP-3,KP3,KP3_PANCREAS,,1298219.0,Male,HSRRB,3.0,-4.002476983999999,,RPMI + 10% FBS,69.1,CVCL_3005,155.0,liver,Metastasis,Pancreatic Cancer,"Ductal Adenosquamous Carcinoma, exocrine",75,SIDM00571,,pancreas,exocrine,exocrine_adenosquamous,
ACH-000109,NCI-H3255,NCIH3255,NCIH3255_LUNG,,,Female,Academic lab,,,,,,CVCL_6831,,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00046,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000110,NCC-StC-K140,NCCSTCK140,NCCSTCK140_STOMACH,,,Female,RIKEN,0.0,-0.9420381940000001,,DMEM + 10% FBS,53.3,CVCL_3055,,stomach,,Gastric Cancer,Adenocarcinoma,36,,,gastric,gastric_adenocarcinoma,,
ACH-000111,HCC1187,HCC1187,HCC1187_BREAST,,749711.0,Female,ATCC,2.0,-2.7622337669999997,Mixed adherent and suspension,RPMI + 10% FBS,90.8,CVCL_1247,1644.0,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,41,SIDM00885,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A
ACH-000112,SIG-M5,SIGM5,SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909715.0,Male,DSMZ,0.0,-0.717793426,,IMDM + 10% FBS,31.3,CVCL_1694,656.0,bone_marrow,,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",63,SIDM00396,,blood,AML,M5,
ACH-000113,OCI-AML2,OCIAML2,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910947.0,Male,DSMZ,2.0,-3.6640156839999998,,AlphaMEM + 20% FBS,57.9,CVCL_1619,749.0,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)",65,SIDM00446,,blood,AML,M4,
ACH-000114,SU.86.86,SU8686,SU8686_PANCREAS,,1240218.0,Female,ATCC,1.0,-3.9705133989999997,,RPMI + 10% FBS,89.8,CVCL_3881,268.0,liver,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",57,SIDM01188,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-000115,VCaP,VCAP,VCAP_PROSTATE,,1299075.0,Male,ATCC,2.0,-2.868088101,Adherent,DMEM + 10% FBS,54.2,CVCL_2235,2154.0,bone,Metastasis,Prostate Cancer,Adenocarcinoma,59,SIDM01077,,prostate,prostate_adenocarcinoma,,
ACH-000116,OAW28,OAW28,OAW28_OVARY,,946360.0,Female,ECACC,2.0,-4.532444873,Adherent,DMEM + 10% FBS,50.1,CVCL_1614,173.0,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",,SIDM00481,,ovary,ovary_adenocarcinoma,high_grade_serous,
ACH-000117,EFM-192A,EFM192A,EFM192A_BREAST,,1290798.0,Female,DSMZ,,,,,,CVCL_1812,1187.0,pleural_effusion,Metastasis,Breast Cancer,Adenocarcinoma,46,SIDM01002,,breast,breast_adenocarcinoma,ERpos_HER2pos,HER2_amp
ACH-000118,HUP-T3,HUPT3,HUPT3_PANCREAS,,907285.0,Male,DSMZ,4.0,-4.521543264,Adherent,MEM + 10% FBS,70.2,CVCL_1299,109.0,ascites,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",66,SIDM00533,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-000119,Hs 863.T,HS863T,HS863T_FIBROBLAST,,,Female,ATCC,,,,,,CVCL_0959,,fibroblast,,Fibroblast,Bone,5,,,fibroblast,fibroblast_bone,,
ACH-000120,CHP-212,CHP212,CHP212_AUTONOMIC_GANGLIA,,906820.0,Male,ATCC,4.0,-3.0168711360000002,Adherent,EMEM:F12 (1:1) + 10% FBS,45.2,CVCL_1125,13.0,central_nervous_system,,Neuroblastoma,,,SIDM00910,,peripheral_nervous_system,neuroblastoma,,MYCN_amp
ACH-000121,NCI-H2405,NCIH2405,NCIH2405_LUNG,,687821.0,Male,ATCC,,,,,,CVCL_1551,82.0,ascites,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",47,SIDM00724,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000122,SUP-T11,SUPT11,SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,,,,,,CVCL_2210,,bone_marrow,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",74,,,blood,ALL,t_cell,
ACH-000123,COV434,COV434,COV434_OVARY,,,Female,ECACC,3.0,-3.993576688,Adherent,DMEM + 10% FBS + 2mM L-glutamine,43.0,CVCL_2010,,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, endometrioid",,,,ovary,ovary_adenocarcinoma,endometrioid,
ACH-000124,OCI-LY-19,OCILY19,OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330984.0,Female,DSMZ,0.0,-0.18838982399999998,Suspension,,99.0,CVCL_1878,1972.0,bone_marrow,Primary,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),27,SIDM00460,,lymphocyte,non_hodgkin_lymphoma,DLBCL,
ACH-000125,TO 175.T,TO175T,TO175T_FIBROBLAST,,,Male,ATCC,,,,,,CVCL_3806,,lymph_node,Metastasis,Fibroblast,Lymphoma,29,,,fibroblast,fibroblast_lymphocyte,,
ACH-000126,KG-1-C,KG1C,KG1C_CENTRAL_NERVOUS_SYSTEM,,,Male,HSRRB,,,,,,CVCL_2971,,central_nervous_system,Primary,Brain Cancer,Oligodendroglioma,13,SIDM00784,,central_nervous_system,glioma,oligodendroglioma,
ACH-000127,SLR 20,SLR20,SLR20_KIDNEY,,,Unknown,Academic lab,1.0,-5.460242562,not found,not found,88.0,CVCL_V606,,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,,,kidney,renal_cell_carcinoma,,
ACH-000128,LN-319,LN319,LN319_CENTRAL_NERVOUS_SYSTEM,,,Male,Academic lab,2.0,-3.112513657,not found,not found,68.8,CVCL_3958,,central_nervous_system,,Brain Cancer,Astrocytoma,67,,,central_nervous_system,glioma,astrocytoma,
ACH-000129,NCI-H1341,NCIH1341,NCIH1341_LUNG,,1330964.0,Female,ATCC,,,,,,CVCL_1463,1825.0,cervix,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00646,,lung,SCLC,,
ACH-000130,NALM-19,NALM19,NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,,,,,,CVCL_1835,,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",26,,,blood,ALL,b_cell,
ACH-000131,Hs 229.T,HS229T,HS229T_FIBROBLAST,,,Male,ATCC,,,,,,CVCL_0698,,fibroblast,Primary,Fibroblast,Lung,65,,,fibroblast,fibroblast_lung,,
ACH-000132,JHOS-2,JHOS2,JHOS2_OVARY,,1479995.0,Female,RIKEN,1.0,-4.4984867,,DMEM:F12 (1:1) + 10% FBS,83.8,CVCL_4647,436.0,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, high grade serous",45,SIDM00305,,ovary,ovary_adenocarcinoma,high_grade_serous,
ACH-000133,Hs 729,HS729,HS729_SOFT_TISSUE,,,Male,ATCC,2.0,-4.426444421,Adherent,DMEM + 5% FBS,72.0,CVCL_0871,,fibroblast,Primary,Fibroblast,Soft tissue,74,,,fibroblast,fibroblast_soft_tissue,,
ACH-000134,HS274T,HS274T,HS274T_FIBROBLAST,,,Female,ATCC,,,,,,CVCL_0711,,fibroblast,,Fibroblast,Breast,66,,,fibroblast,fibroblast_breast,,
ACH-000135,Hs 940.T,HS940T,HS940T_FIBROBLAST,,1298145.0,Male,ATCC,,,,,,CVCL_1038,707.0,fibroblast,Primary,Fibroblast,Skin,57,SIDM00662,,fibroblast,fibroblast_skin,,
ACH-000136,CHP-126,CHP126,CHP126_AUTONOMIC_GANGLIA,,910567.0,Female,DSMZ,,,,,,CVCL_1123,38.0,autonomic_ganglia,Primary,Neuroblastoma,,1,SIDM00286,,peripheral_nervous_system,neuroblastoma,,MYCN_amp
ACH-000137,8-MG-BA,8MGBA,8MGBA_CENTRAL_NERVOUS_SYSTEM,,687562.0,Female,DSMZ,2.0,-3.712431067,Adherent,EMEM + 20% FBS,54.3,CVCL_1052,1207.0,central_nervous_system,Primary,Brain Cancer,Astrocytoma,54,SIDM00998,,central_nervous_system,glioma,astrocytoma,
ACH-000138,CFPAC-1,CFPAC1,CFPAC1_PANCREAS,,906821.0,Male,ATCC,3.0,-3.748205661,Mixed adherent and suspension,DMEM + 10% FBS,67.1,CVCL_1119,572.0,liver,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",26,SIDM00130,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-000139,Panc 03.27,PANC0327,PANC0327_PANCREAS,,925346.0,Female,ATCC,,,,,,CVCL_1635,1873.0,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",65,SIDM01138,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-000140,Pfeiffer,PFEIFFER,PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,,,,,,CVCL_3326,,pleural_effusion,Metastasis,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),,,,lymphocyte,non_hodgkin_lymphoma,DLBCL,
ACH-000141,SNU-308,SNU308,SNU308_BILIARY_TRACT,,,Unknown,KCLB,3.0,-3.505986155,,RPMI + 10% FBS + Sodium bicarbonate,81.4,CVCL_5048,,biliary_tract,,Gallbladder Cancer,Adenocarcinoma,,SIDM00161,,bile_duct,gallbladder_adenocarcinoma,,
ACH-000142,CAL-29,CAL29,CAL29_URINARY_TRACT,,1290730.0,Female,DSMZ,2.0,-3.569374059,Adherent,DMEM + 10% FBS,82.8,CVCL_1808,2040.0,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,80,SIDM00936,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,
ACH-000143,,HCC2429,HCC2429_LUNG,,,Female,Academic lab,2.0,-3.450923346,not found,not found,75.4,CVCL_5132,,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",34,,,lung,NSCLC,,
ACH-000144,RERF-GC-1B,RERFGC1B,RERFGC1B_STOMACH,,1240209.0,Male,HSRRB,0.0,-0.7905682740000001,,RPMI + 10% FBS,98.0,CVCL_3152,285.0,lymph_node,Metastasis,Gastric Cancer,Adenocarcinoma,41,SIDM00358,,gastric,gastric_adenocarcinoma,,
ACH-000145,SK-LMS-1,SKLMS1,SKLMS1_SOFT_TISSUE,,909720.0,Female,ATCC,,,,,,CVCL_0628,1641.0,soft_tissue,Primary,Sarcoma,Leiomyosarcoma,43,SIDM01109,,soft_tissue,leiomyosarcoma,,
ACH-000146,THP-1,THP1,THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909771.0,Male,ATCC,3.0,-5.014031557,Suspension,RPMI + 10% FBS + 0.5mM BME,65.6,CVCL_0006,770.0,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",1,SIDM01172,,blood,AML,M5,
ACH-000147,T-47D,T47D,T47D_BREAST,,905945.0,Female,ATCC,2.0,-4.803837213,Adherent,RPMI + 10% FBS + 2ug/ml Insulin,68.0,CVCL_0553,1286.0,pleural_effusion,Metastasis,Breast Cancer,Breast Ductal Carcinoma,54,SIDM00097,,breast,breast_ductal_carcinoma,ERpos_HER2neg,luminal
ACH-000148,Hs 578T,HS578T,HS578T_BREAST,,905957.0,Female,ATCC,3.0,-4.536653604,Adherent,DMEM + 10% FBS,70.9,CVCL_0332,655.0,breast,Primary,Breast Cancer,Carcinoma,74,SIDM00135,,breast,breast_carcinoma,ERneg_HER2neg,basal_B
ACH-000149,SK-N-SH,SKNSH,SKNSH_AUTONOMIC_GANGLIA,,717431.0,Female,ATCC,,,,,,CVCL_0531,1165.0,bone_marrow,Metastasis,Neuroblastoma,,4,SIDM01098,,peripheral_nervous_system,neuroblastoma,,
ACH-000150,HCC2935,HCC2935,HCC2935_LUNG,,,Male,ATCC,1.0,-3.18379496,Adherent,RPMI + 10% FBS,83.2,CVCL_1265,,pleural_effusion,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",39,,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000151,JM1,JM1,JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1327768.0,Male,ATCC,2.0,-2.489597079,Suspension,IMDM + 10% FBS,67.0,CVCL_3532,2096.0,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",,SIDM00689,,blood,ALL,b_cell,
ACH-000152,M059K,M059K,M059K_CENTRAL_NERVOUS_SYSTEM,,,Male,ATCC,2.0,-4.578673145,Adherent,DMEM:F12 (1:1) + 10% FBS,74.5,CVCL_0401,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,33,SIDM00639,,central_nervous_system,glioma,glioblastoma,
ACH-000153,NCI-H2052,NCIH2052,NCIH2052_PLEURA,,688058.0,Male,ATCC,1.0,-2.7045437039999998,Adherent,RPMI + 10% FBS,69.5,CVCL_1518,1485.0,pleural_effusion,Metastasis,Lung Cancer,Mesothelioma,65,SIDM00713,,lung,mesothelioma,,
ACH-000154,HS888T,HS888T,HS888T_FIBROBLAST,,,Male,ATCC,,,,,,CVCL_0979,,fibroblast,,Fibroblast,Bone,20,,,fibroblast,fibroblast_bone,,
ACH-000155,SW 1990,SW1990,SW1990_PANCREAS,,910907.0,Male,ATCC,,,,,,CVCL_1723,1912.0,spleen,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",56,SIDM01165,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-000156,MHH-CALL-4,MHHCALL4,MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908133.0,Male,DSMZ,,,,,,CVCL_1410,2070.0,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",10,SIDM00376,,blood,ALL,b_cell,
ACH-000157,A4/Fuk,A4FUK,A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910934.0,Female,JCRB,,,,,,CVCL_1064,186.0,ascites,Primary,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),52,SIDM00502,,lymphocyte,non_hodgkin_lymphoma,DLBCL,
ACH-000158,OCI-LY3,OCILY3,OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,Academic lab,,,,,,CVCL_8800,,bone_marrow,Primary,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),,,,lymphocyte,non_hodgkin_lymphoma,DLBCL,
ACH-000159,OS-RC-2,OSRC2,OSRC2_KIDNEY,,909250.0,Male,RIKEN,2.0,-4.238485876,,RPMI + 10% FBS,80.6,CVCL_1626,1674.0,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,SIDM00239,,kidney,renal_cell_carcinoma,,
ACH-000160,BT-12,BT12,BT12_SOFT_TISSUE,,,Female,Academic lab,2.0,-3.5751450210000004,not found,not found,78.7,CVCL_M155,,soft_tissue,,Rhabdoid,Atypical Teratoid Rhabdoid Tumor (ATRT),0.1,,,soft_tissue,ATRT,,
ACH-000161,COR-L105,CORL105,CORL105_LUNG,,906805.0,Male,ECACC,1.0,-3.1963489939999996,Adherent,RPMI 1640 + 15% FBS + 1% L-glutamine,85.4,CVCL_1138,22.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00513,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000162,GA-10,GA10,GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1303896.0,Male,ATCC,,,,,,CVCL_1222,1008.0,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",41,SIDM00854,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-000163,SW579,SW579,SW579_THYROID,,,Male,ATCC,2.0,-4.24510401,Adherent,DMEM + 10% FBS,52.5,CVCL_3603,,thyroid,Primary,Thyroid Cancer,Squamous Cell Carcinoma,59,SIDM01167,,thyroid,thyroid_squamous,,
ACH-000164,PANC-1,PANC1,PANC1_PANCREAS,,,Male,ATCC,2.0,-4.71033637,Adherent,DMEM + 10% FBS,96.4,CVCL_0480,,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",,SIDM00610,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-000165,,HS751T,HS751T_FIBROBLAST,,,Male,ATCC,,,,,,CVCL_0891,,fibroblast,,Fibroblast,Lymphoma,,,,fibroblast,fibroblast_lymphocyte,,
ACH-000166,Kasumi-6,KASUMI6,KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,,,,,,CVCL_0614,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)",64,,,blood,AML,M2,
ACH-000167,KE-97,KE97,KE97_STOMACH,,,Male,RIKEN,2.0,-2.2926674019999997,Adherent,RPMI + 10% FBS,89.5,CVCL_3386,,abdomen,Metastasis,Myeloma,Myeloma,52,,,plasma_cell,multiple_myeloma,,
ACH-000168,NOMO-1,NOMO1,NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908451.0,Female,HSRRB,2.0,-2.180197649,Adherent,RPMI + 10% FBS,82.2,CVCL_1609,297.0,bone_marrow,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",31,SIDM00580,,blood,AML,M5,
ACH-000169,RD,RD,RD_SOFT_TISSUE,,909264.0,Female,ATCC,2.0,-4.693785098999999,Adherent,DMEM + 10% FBS,81.1,CVCL_1649,1763.0,soft_tissue,Primary,Sarcoma,"Rhabdomyosarcoma, embryonal",7,SIDM00847,,soft_tissue,rhabdomyosarcoma,embryonal,
ACH-000170,PrEC LH,PRECLH,PRECLH_PROSTATE,,,Unknown,Academic lab,,,,,,CVCL_V626,,prostate,,Engineered,,,,,engineered_prostate,,,
ACH-000171,VMRC-RCZ,VMRCRCZ,VMRCRCZ_KIDNEY,,909781.0,Unknown,HSRRB,,,,,,CVCL_1791,738.0,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,SIDM00317,,kidney,renal_cell_carcinoma,,
ACH-000172,TM-87,TM87,TM87_SOFT_TISSUE,TM87,,Unknown,Academic lab,2.0,-2.125968613,not found,not found,30.3,CVCL_8001,,pleural_effusion,Metastasis,Rhabdoid,Malignant Rhabdoid Tumor,,,,soft_tissue,malignant_rhabdoid_tumor,,
ACH-000173,JHUEM-3,JHUEM3,JHUEM3_ENDOMETRIUM,,,Female,RIKEN,,,,,,CVCL_4657,,endometrium,,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,,,,uterus,endometrial_adenocarcinoma,,
ACH-000174,CAL-62,CAL62,CAL62_THYROID,,906828.0,Female,DSMZ,2.0,-4.539107428,,DMEM + 10% FBS,92.5,CVCL_1112,1753.0,pleural_effusion,Primary,Thyroid Cancer,"Carcinoma, anaplastic",70,SIDM00931,,thyroid,thyroid_carcinoma,anaplastic,
ACH-000175,,TE159T,TE159T_FIBROBLAST,,,Male,ATCC,,,,,,CVCL_1743,,fibroblast,,Fibroblast,Soft tissue,6,,,fibroblast,fibroblast_soft_tissue,,
ACH-000176,LOU-NH91,LOUNH91,LOUNH91_LUNG,,1298226.0,Female,DSMZ,,,,,,CVCL_2104,1506.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",64,SIDM00341,,lung,NSCLC,NSCLC_squamous,
ACH-000177,NCI-H660,NCIH660,NCIH660_PROSTATE,,1330975.0,Male,ATCC,,,,,,CVCL_1576,87.0,lymph_node,Metastasis,Prostate Cancer,Small Cell Carcinoma,63,SIDM01123,,prostate,prostate_small_cell,,
ACH-000178,Hs 766T,HS766T,HS766T_PANCREAS,,1298141.0,Male,ATCC,2.0,-4.27468017,Adherent,DMEM + 10% FBS,93.8,CVCL_0334,1843.0,lymph_node,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",46,SIDM00664,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-000179,NCI-H1618,NCIH1618,NCIH1618_LUNG,,,Female,ATCC,,,,,,CVCL_1480,,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),55,,,lung,SCLC,,
ACH-000180,Hs 839.T,HS839T,HS839T_FIBROBLAST,,,Female,ATCC,,,,,,CVCL_0941,,fibroblast,,Fibroblast,Skin,42,,,fibroblast,fibroblast_skin,,
ACH-000181,SCC-9,SCC9,SCC9_UPPER_AERODIGESTIVE_TRACT,,909709.0,Male,ATCC,,,,,,CVCL_1685,2054.0,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,25,SIDM01080,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-000182,SNU-869,SNU869,SNU869_BILIARY_TRACT,,,Unknown,KCLB,1.0,-5.872343423999999,Adherent,RPMI + 10% heat inactivated FBS + 300mg/L L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,90.8,CVCL_5101,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",,SIDM00159,,bile_duct,cholangiocarcinoma,extrahepatic,
